,Review_title,Review_text,Ratings
26144,Awesome,"Good monitor for daily browsing. Auto eye care technology with 2 hdmi Port. No hdmi cable including but a dvi cable in this package . Sound is very weak. But u have audio output near hdmi Port
I got it 7.2 k in festival day s . screen is good.also have auto detect input.",5
26145,Terrific,fabulous product,5
26146,Pretty good,Good,4
26147,Very Good,"After using for one day, I can say this monitor is fine but you have purchase a 6 Amp power cable seperately around Rs120, because the power pable provided with the is of 16Amp which does not fit the switch board.",4
26148,Worse customer service,Facing lot of problem within a week. As have raised the issue with flipkart and its almost a month and not resolved. If there is any thing below 1 star that is ur for u Team Flipkart.,1
26149,Must buy!,Awesome Product.,5
26150,Really Nice,Best,4
26151,Unsatisfactory,"It comes with a power plug cord, which does not make any sense, all your peripherals require normal plugs (5-6A) like laptop/phone charger etc, it just disrupts the entire setup, hope that the manufacturer fixes it!!",1
26152,Very poor,Came with 16a plug and screen started flickering on the 8th day. Cant even return/replace now,1
26153,Good,Moniter sounde not working. Speaker comblaind. But good moniter,3
26154,Pretty good,nice monitor 😊,4
26155,Really Nice,good but sound qwality is just ok,4
26156,Nice product,Its really great except its own speaker,4
26157,Simply awesome,Excellent,5
26158,Unsatisfactory. Misleading description.,Nowhere in the description or on the box it mentions that 16A sized 3pin cable is included with monitor. That size is used for Fridge/Microwave etc and doesn't fit in a regular 3 pin socket. Can not use this monitor without buying a convertor now. Highly disappointing that this is not mentioned in any of the product details.,1
26159,Mind-blowing purchase,"Perfect monitor for WFH. built quality is super, bezzel less disply attract to yor desk, I'm using auto britness mode with low blue light select, work continues 8-10 hrs no any problem your eyes.,👍👍👌",5
26160,Not recommended at all,Received defective piece having circular dead zone at top corner...,1
26161,Just okay,This product is really good. But back side 4 pin nat it not here's. BenQ why this back side part 4 nat not available. Please problem solve me.,3
26162,Mind-blowing purchase,superb satisfied,5
26163,Fabulous!,"best at price..my offer price 6915 rupees only
Using for 3 month it's awesome...
Ips that any angel clear view...
Thanks flipkart",5
26164,Fabulous!,Its awesome picture quality. And superb fit & finish. I m ver happy.,5
26165,Brilliant,"Very amazing performance 😁❤️❤️❤️❤️❤️
Picture quality is just awesome 😍☺️😍😍☺️☺️☺️☺️😍☺️☺️",5
26166,Great product,Nice product,5
26167,Wonderful,Fabulous. This is first time I am using a Benq monitor and it is satisfactory. What really stands out is the built and resolution. Thanks Flipkart.,5
26168,Must buy!,Very good monitor,5
26169,Wonderful,"Good product. Good for coding, text are clear even for smaller size. Only problem is that cable cord plug is big, you have to plug it on bigger socket. Also they don't provide hdmi cable to connect with laptop, you have to buy it.",4
26170,Worth the money,Sound is not working...but the monitor is awesome..and value for money.,4
26171,Best in the market!,full to paisa wasool dosto. I really like this .360 dgree same view. I mean if u r seating any direction u see best view.,5
26172,Value-for-money,Good product,4
26173,Simply awesome,Nice,5
26174,Classy product,Too good. Ticks all boxes,5
26175,Just wow!,Fully satisfied,5
26176,eye problem,"I am facing eye problem, blur vision after started using it as my monitor, not sure why, earlier i had BenQ it was nice,
by the time i realized this issue my return period was over and hence I am keeping this monitor aside not using it.",1
26177,Value-for-money,Very good vision quality hd and very nice colors....,4
26178,Perfect product!,Good,5
26179,Terrific,Very impressive,5
26180,Perfect product!,Very good product,5
26181,Pretty good,It would have been 5 stars had it not been for the 16 Amp plug that it comes with which is not practical as most extension cords and wall sockets are 5amp. Other thing that i miss is height or tilt adjustment. Screen quality and built quality is good.,4
26182,Brilliant,Greate,5
26183,Delightful,Good,4
26184,Terrific,Awesome Purchase,5
26185,Pretty good,super,4
26186,Best in the market!,Best in this price and using from 2 month no issues till go for it,5
26187,Terrific purchase,Awesome product,5
26188,Best in the market!,Nice and wonderful monitor 🙏🔥,5
26189,Just wow!,Though the delivery took 17 days but finally got working and great product,5
26190,Really Nice,Best monitor,4
26191,Classy product,"Although product is delivered late, this product is pretty good.",5
26192,Good,Ok,3
26193,Pretty good,Audio is poor rest all functions very good,4
26194,Perfect product!,Amazing,5
26195,Mind-blowing purchase,Good purchase !,5
26196,Good quality product,Awesome ips monitor,4
26197,Excellent,Best quality,5
26198,Good quality product,If you're looking for good display quality and better ppi go for it always select full hd with 22inch to get better ppi,4
26199,Terrific purchase,"amazing product
best display quality
and also eye protection work well and good",5
26200,Brilliant,Product is good but delivery timing is bad.,5
26201,Great product,"The pixel quality is excellent and is worth for buck you have spent on it. Pros: 2 HDMI port, pixel quality.",5
26202,Classy product,Great buy ...serving the purpose for which I got,5
26203,Excellent,Nice,5
26204,Using since Two months..😍😘👌,"It's been two months since I'm using this monitor.... at first I was hesitant to buy BenQ because it was the first time I heard about this company... but I took a leap of faith and purchased this product... and it was worth it!
no problems so far.. and it doesn't give eye fatigue like laptop screen( without eye mode on too). just one problem they give 20A three-pin cable with this monitor which is not supported by our Indian household electric bord I had to use 20A to 16A adapter(100Rs) to us...
READ MORE",5
26205,Absolute rubbish!,Bad,1
26206,Brilliant,Great,5
26207,Super!,Good,5
26208,Great product,"Been using for almost 9 months. Excellent quality, Smooth display,",5
26209,Pretty good,I have received very good monitor. This one is worth for money.,4
26210,Worth every penny,Awesome,5
26211,Brilliant,Super monitor,5
26212,Excellent,Very good product,5
26213,Must buy!,Very good product and working fine.,5
26214,Classy product,Nice product nice picture quality u can buy it,5
26215,Awesome,"As per two weeks usage.. I am fully satisfied with this monitor, crisp clear clarity of picture/ super design.. Sturdy stand.. assure not falling..",5
26216,Hated it!,Not compatible with mac. Getting stucked in between,1
26217,Really Nice,Its good in all aspects but why 15A plug for a monitor?,4
26218,Worth every penny,Very nice monitor.....best for display,5
26219,Worth the money,"The monitor is very good looking and the edges gives a great look but, u don't know how the inbuilt speakers work.",4
26220,Excellent,"Excellent , just wow , the screen size is so awesome.
The colour , contrast , brightness , all good. Really loved the product. The bezzles are small too",5
26221,Value-for-money,"Worth it's price. Inbuilt speaker works well but not loud.
Material used and looks are great and premium. You can go with this without doubts.",4
26222,Nice product,Good,4
26223,Fabulous!,Best product but Sound Quality in Led is not upto mark,5
26224,Moderate,damage moniter,2
26225,Super!,Satisfied and better than expectation..thanks flipkart,5
26226,Worth every penny,Good one,5
26227,Fabulous!,good product from Benq.. go for it,5
26228,Mind-blowing purchase,Delay in delivery .. Product good,5
26229,Excellent,Nice,5
26230,Delightful,Excellent product,4
26231,Nice product,Good performance..I like It,4
26232,Just okay,Ok,3
26233,Worth every penny,"This monitor is really good, I am using it from last 4 months with out any issues.",5
26234,Classy product,Good product. Worth of price,5
26235,Terrific,Good clarity,5
26236,Mind-blowing purchase,Ethu Kollam...nice aanu,5
26237,Very Good,"After using for one day, I can say this monitor is fine but you have purchase a 6 Amp power cable seperately around Rs120, because the power pable provided with the is of 16Amp which does not fit the switch board.",4
26238,Worse customer service,Facing lot of problem within a week. As have raised the issue with flipkart and its almost a month and not resolved. If there is any thing below 1 star that is ur for u Team Flipkart.,1
26239,Must buy!,Awesome Product.,5
26240,Really Nice,Best,4
26241,Unsatisfactory,"It comes with a power plug cord, which does not make any sense, all your peripherals require normal plugs (5-6A) like laptop/phone charger etc, it just disrupts the entire setup, hope that the manufacturer fixes it!!",1
26242,Very poor,Came with 16a plug and screen started flickering on the 8th day. Cant even return/replace now,1
26243,Good,Moniter sounde not working. Speaker comblaind. But good moniter,3
26244,Pretty good,nice monitor 😊,4
26245,Really Nice,good but sound qwality is just ok,4
26246,Nice product,Its really great except its own speaker,4
26247,Awesome,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE..........................",5
26248,Very Good,"The monitor was worth an investment. The display is nice and the screen area cover is good too. I am yet to discover all the display features but the options of brightness to be set for reading, net surfing, etc is a good one. To customize brightness, etc is something which I don't see as of now.",4
26249,Must buy!,"Giving review after 10 days. I am satisfied with this monitor. If you are looking for office work then its great choice. I bought this after reading review. Eye care technology is good. Whenever you go near the monitor sensor detects motion and will adjust brightness. There is sensor attached below monitor that manage the brightness as per your body distance.

Speaker is not good and to be honest you cant expect good speaker in this price range. After all i know you are going to attach exte...
READ MORE",5
26250,Just wow!,"Quality is good viewing angles are also good IPS panel display but the sound output is very less, lesser than the mobile phone, inbuilt speakers are useless,One VGA input and one HDMI , also the auto matic brighness feature also working well comparing the price with other available in the market the product is very good.",5
26251,Great product,"A perfect monitor for content creators and students and IT employees. It's been 3 months now working great for me, and you can customize the view angle and adjust for eye vision. Thanks flipkart and local delivery person Mr.Meganathan for the speedy and secure delivery!!!",5
26252,Mind-blowing purchase,"Monitor is well built and IPS panel is good enough for multimedia consumption and development purposes.

Pros:
1. BI sensor works really great. It adjusts the colour temperatures automatically based on room brightness.
2. Auto turn off feature works just as advertised. It Saves power consumption when it is sitting idle.
3. Quality HDMI cable is given in the box.
4. Out of the box settings are sufficient enough to use it without any extra efforts.

Cons:
1. Monitor wake up time is too ...
READ MORE",5
26253,Worth every penny,Good product with good price . I recommend to buy it. I love it becoz of its picture quality and style.,5
26254,Great product,"If you want to get a bigger monitor in the budget, then this one will be good for you, I am giving this review after using it for 2 months for video editing. Right now the price has increased a lot but the benq is good eye care sensor is given, it gives good in the budget.",5
26255,Best in the market!,"Excellent Purchase.

I purchased this monitor for a mere 5800 and it has been wonderful for me. The frame looks good with thin bezels. The display is good and not excellent. For the amount you pay, I don't think you can complaint.
I have a playstation and laptop. I wanted to use both of them without having to remove the hdmi cable and connect again again. Hence the 2 hdmi inputs are a lifesaver.
Speaker is not loud. But there is an audio out through which you can connect to an external speak...
READ MORE",5
26256,Brilliant,best in its class. wonderful colours and stunning display. perfect for editing photos and gaming. good movie experience as well.,5
26257,Awesome,"1 Own 3 of these and I must say.....Benq is best at display...Really gives you paperlike feeling at reading mode. Reading text was never so better..On the other hand, the IPS panel of this gives you incredible display with decent black levels that we are used to.
If you buy these you will feel style dropping off from these.Its beautiful ;)...Loving it.
PLEASE NOTE: THIS IS AUSTRALIAN IMPORT SO NO INDIAN POWER CABLE..........................",5
26258,Very Good,"The monitor was worth an investment. The display is nice and the screen area cover is good too. I am yet to discover all the display features but the options of brightness to be set for reading, net surfing, etc is a good one. To customize brightness, etc is something which I don't see as of now.",4
26259,Must buy!,"Giving review after 10 days. I am satisfied with this monitor. If you are looking for office work then its great choice. I bought this after reading review. Eye care technology is good. Whenever you go near the monitor sensor detects motion and will adjust brightness. There is sensor attached below monitor that manage the brightness as per your body distance.

Speaker is not good and to be honest you cant expect good speaker in this price range. After all i know you are going to attach exte...
READ MORE",5
26260,Just wow!,"Quality is good viewing angles are also good IPS panel display but the sound output is very less, lesser than the mobile phone, inbuilt speakers are useless,One VGA input and one HDMI , also the auto matic brighness feature also working well comparing the price with other available in the market the product is very good.",5
26261,Great product,"A perfect monitor for content creators and students and IT employees. It's been 3 months now working great for me, and you can customize the view angle and adjust for eye vision. Thanks flipkart and local delivery person Mr.Meganathan for the speedy and secure delivery!!!",5
26262,Mind-blowing purchase,"Monitor is well built and IPS panel is good enough for multimedia consumption and development purposes.

Pros:
1. BI sensor works really great. It adjusts the colour temperatures automatically based on room brightness.
2. Auto turn off feature works just as advertised. It Saves power consumption when it is sitting idle.
3. Quality HDMI cable is given in the box.
4. Out of the box settings are sufficient enough to use it without any extra efforts.

Cons:
1. Monitor wake up time is too ...
READ MORE",5
26263,Worth every penny,Good product with good price . I recommend to buy it. I love it becoz of its picture quality and style.,5
26264,Great product,"If you want to get a bigger monitor in the budget, then this one will be good for you, I am giving this review after using it for 2 months for video editing. Right now the price has increased a lot but the benq is good eye care sensor is given, it gives good in the budget.",5
26265,Best in the market!,"Excellent Purchase.

I purchased this monitor for a mere 5800 and it has been wonderful for me. The frame looks good with thin bezels. The display is good and not excellent. For the amount you pay, I don't think you can complaint.
I have a playstation and laptop. I wanted to use both of them without having to remove the hdmi cable and connect again again. Hence the 2 hdmi inputs are a lifesaver.
Speaker is not loud. But there is an audio out through which you can connect to an external speak...
READ MORE",5
26266,Brilliant,best in its class. wonderful colours and stunning display. perfect for editing photos and gaming. good movie experience as well.,5
26267,Good quality product,"Let's start with real world performance. The monitor looks chic and the slim bezels wows. The brightness is adequate and colours pop decently. The image is pretty sharp too. Now coming to the more technical side, the monitor can be easily over clocked to 75Hz for a smoother gaming experience. I got the monitor for Rs 7700 in sale and at this price it's a steal!!",4
26268,Great product,Nice and Amazing Product the best part is it got delivered the very next day. It is working very well till now and i am very happy with the product.,5
26269,Must buy!,Best Quality Display at this price range. Using this as a secondary monitor. Colors are so pure and everything looks so amazing. Would highly recommend this to anyone.,5
26270,Delightful,"Budget monitor with best visual experience. Any kind of high end video it plays smoothly from HD to UHD, the picture modes are very good. Color definitions are good color differentiation is also very good, but one issue is there and that is the sound of the monitor. Don't depend on the inbuilt speakers of the monitor the sounds are very low but the sound quality is good. I would suggest this monitor without a second thought.",4
26271,Delightful,"Thin bezels , Awesome over all look, good price(7500rs) , 2 HDMI ports and speakers in this price range. Worse sound quality(but yes there is a speaker). No HDMI cable provided. VGA cable comes with Package. And the Packing was so good. Not sure.. whethr its LED or LCD.",4
26272,Highly recommended,"Excellent quality. Very thin bezel with matte finish screen. Viewing angle is amazing and there is no light reflection on screen. Good design as well, since it got small dedicated cable line to hide it on back of the monitor. Great texture design on back of monitor as well for aesthetic appearance. 100% satisfied. Go for it!",5
26273,Brilliant,I bought it for my PC and PS3. First of all Picture quality and viewing angles are great. The bright intelligence is such a nice feature especially at this price range. You can use it with lights on or off without having to adjust the brightness constantly. Been using it for a week and I haven't had any dead pixels yet. There is a slight light bleeding In the bottom 2 corners which is very common for ips panel displays. Highly recommended for movie streaming or console gaming.,5
26274,Good choice,My Description:- Product is best in this price rang and I will strongly recommend to you. If you ok with resolution doesn't mater. I would suggest 22' is best fit 1080p. if you go for 24' best option for 4k or with plain eye you can see the pixel in monitor since we are close to monitor. So your thumbs up if its helps..,4
26275,Beautiful Monitor,"Very simple and good looking design. Could not afford full sRGB monitor. But this NTSC 72% almost cover sRGB range. Didn't try eye protection capability, as it will hinder my work on photoshop. Over all vibrant colour. complete mat front surface, no annoying reflection. Cable manager behind the stand is good. Over all good experience. I don't play games, so refresh rate no matter to me. in-built speaker are not at all loud. But having in-built speaker in this price range itself is a plus. Wid...
READ MORE",5
26276,Perfect product!,"I just received this product, product is good.
Package contains - HDMI wire, Power Cord, Stand Base, Stand Top, Led Monitor.

I setup-ed this product in just 5-10 min. without using any screwdriver.
As i saw many videos and reviews regarding its problem like screen bleeding, but i did not found any kind of issue. its my first day and review adding after usage of 2 hours.

In-built speaker is good but not for movie or other stuff. if you work on system and wanna listen some music you can do ...
READ MORE",5
26277,Worthful,Was looking for options in more popular brands and a local retailer suggested that BenQ is worthy one. Multiple input/output options makes it very convenient. Upto the expectation. Eye care technology is of great value.,5
26278,Good monitor!,"Really good monitor. I like the auto setting for brightness, called as eye care. It works well for me. The monitor briefly flickered two times, but I guess that could be due to cable being little loose in the laptop's end. I am not touching it anymore and it works fine. 24"" display is perfect, not too big or small. I use it for coding or when I need to open a large spredsheet, sometimes watch movies as well.

The color is crisp, a little brighter than my laptop. I usually have blue color fil...
READ MORE",5
26279,Nice,"It's an ok item, not best in class. Speaker is useless you can not listen music even if you are alone in your house, picture quality is not up to the mark. If you want to watch some content on your monitor so it is not for you.it is good for office work only. Aap it is an OK item but it is Good by price point. Make sure Don't Go by seeing Eye Care option it's also useless. Picture quality is really near to bad. But not bad at all.",3
26280,Perfect product!,after reading all reviews i brought this monitor.true eye care monitor picture clarity awesome after updating display drivers mind blowing colors full hd resolution really worth for money ips panel flicker free eyecare 5ms 60hz fhd display vga hdmi display port . gamers dont buy this monitor. for,5
26281,Really Nice,"The display is good, and I use to as my daily office monitor for work from home. The platform which I work on, the websites looks perfect and I do not have to squint my eyes like I used to do in my 14"" laptop provided by my office. Sure there is pixel bleeding from the edges, and pixels can be separated if you look very closely, but who will go that close to a monitor. One thing to note, this isn't suited for gaming, which demands high refresh rate and low response time, but for content consu...
READ MORE",4
26282,Very Good,"Good monitor, but get the the 2475h instead.
It's the same panel if I'm not wrong, without the Brightness sensor. Which I found not to be of too much use. I always found it to be a bit too bright in the day, so I ended up tweaking the brightness myself. Save 1k and get the 2475h instead.

Panel is good. Colors are good. Eye strain is low. Stand is sturdy. Monitor looks good.
Good for all daily use scenarios. I enjoy watching movies on it. I don't game so can't say about that. I use it primar...
READ MORE",4
26283,Good quality product,Product good speaker suitable for small and silent place only. Quality of picture good,4
26284,Worth every penny,I purchased this product. this product meets my expectation. It's design is elegant. It supports for eye care mode which is good. Overall product is satisfactory to me. the build is good and minimalist,5
26285,Just wow!,Beautiful product with thin bezels and great full hd display. On top of that it has great connectivity with 2 hdmi and 1 vga outputs and also internal speakers with decent sound. Great purchase.,5
26286,Good quality product,"Good Quality
I like auto contrast setting, good artificial intelligence feature
Light weight
Inbuilt speaker is not good as we expected
Flipkart delivery and packaging was good",4
26287,Mind-blowing purchase,Vera level monitor. Quality assurance.,5
26288,Terrific,Best budget moni,5
26289,Wonderful,Excellent… this is my feedback after using the monitor over a month…,5
26290,Perfect product!,Best Monitor. Nice picture quality.,5
26291,Excellent,"Friendly with eyes balanced colour mixture, natural contrast and all together perfect gadget with value @8400/- thanks FK.",5
26292,Highly recommended,led is very nice model. and excellent looking video quality,5
26293,Value-for-money,Worth it,4
26294,Simply awesome,Excellent product,5
26295,Best in the market!,This is amazing but it's specker is does not loud over all it is nice product,5
26296,Software Programmers review (Its Perfecto 👍✌😊),"I was skeptical about Full HD on 27"". I am not game player but a software programmer, I wud be using this monitor for mostly coding and surfing on internet. And beleive me guys this is one heck on monitor, its really an awesome piece and I wud suggest to go ahead and buy it.",5
26297,Worthless,I order the product 25 days before today eve display not working😠 very disappointing 😞😞,1
26298,Very Good,The best in 27inch varient. Can't find any of the other.,4
26299,Just wow!,"Good Resolution, Bezel less...Great price.",5
26300,Just wow!,awesome monitor,5
26301,Wonderful,Nice picture Quality...,5
26302,Brilliant,its very good HD monitor in this price now this is my fist day after week I will give detailed review.,5
26303,Great product,Excellent,5
26304,Worth every penny,one of the best product highly recommend this product...thank u flipcart&benq,5
26305,Brilliant,Good quality value of money,5
26306,Simply awesome,"Just AWESOME...❤
Out of the box, plug and play, hassle free installation. Jumping from the 14"" laptop (which is connected to BENQ monitor via HDMI) feels great. A wide experience with eye protection that made my day.

Talking about the product, it has a FHD display with very thin bezels and much lesser light bleed. No height adjustment but vertical viewing angle can be adjusted to suit your needs. Product comes with HDMI cable in the box so don't bother about buying one. Run Pixel check and ...
READ MORE",5
26307,Must buy!,Super product,5
26308,Brilliant,"Low price high efficiency. Colour correction mind blowing, design and screen quality awesome",5
26309,Could be way better,"monitor was so good but speakers not good , speakers are worst",2
26310,"Good quality product , good for a second monitor.","Good prodcut for this price, can have a wide 27 inch view and good for your second monitor.
Only problem which I feel to buy this as a first monitor for your PC is the resolution is not enough for the display size.",4
26311,Wonderful,Super monitor oswsome,5
26312,Super!,super,5
26313,Simply awesome,excellent delivery service than Amazon.,5
26314,Just okay,"pros: auto brightness
cons: Blacks are not good.",3
26315,Not recommended at all,Stopped working.,1
26316,Wonderful,"Best monitor with this price range.
Pros - amazing picture quality, viewing angle is good, matt display, quality of the material is good.

Cons- response time, sound.",5
26317,Mind-blowing purchase,Value for the money,5
26318,Highly recommended,amazing monitor,5
26319,The power cable is the worst.,"It's probably a great monitor. I can't turn it on because of the power cable.
It's a large 16A power cable.
It doesn't fit in most places in India.
Is it too much to provide an adaptor with this monitor if you're selling in India where this cable won't fit?
My disappointment is immeasurable and my day is ruined. Thanks, BenQ.",1
26320,Did not meet expectations,You have to buy a power cable separately! the one they provide is not Indian pin. Disappointed.,1
26321,Nice,"product is awesome, good clarity and only issue is they have provided the 20A power adaptor that is not needed for 27w screen, now is bigger plug in i need to buy one more adaptor to use it for regular plug-in.",3
26322,Perfect product!,It's very sprb,5
26323,Value-for-money,Nice colours and good product. I use for video editing and photo editing. But the package would have been better. And the delivery guy was a headache too. You get a HDMI cable in box.,4
26324,Perfect product!,Best monitor under 15k,5
26325,Excellent,Superb Quality Excellent Product,5
26326,Highly recommended,Oosmm😍,5
26327,Worth every penny,Paperlike display. Screen size is perfect. Awesome price and very fast delivery from Flipkart. Thanks Flipkart 🙂.,5
26328,Very Good,"very good product and delivery.

pros :
display is wider than expected but in a good way.
comes with a HDMI cable in the box
easy to install, good colors

cons :
audio quality is poor but not affecting the rating as wasn't expected anyway
audio has some random glitches",5
26329,Fabulous!,awsome product with good colour quality,5
26330,Wonderful,awsam moniter,5
26331,Highly recommended,"best in class... I got VGA-VGA not include HDMI cable, even it has 2 HDMI port in backside.",5
26332,Super!,Awesome monitor 👌,5
26333,Classy product,I support this monitor this rate I so happy,5
26334,Good,best monitor,3
26335,Good choice for programming !!,"I am a programmer and believe me guys , this is amazing for programming. I have seen lots of youtube videos saying that 27 inch is a bad choice when it's FHD. But I am loving it. No issues till now. Bought when it was 15,890.
One of the best purchase of mine.",5
26336,Terrific,Really fantastic look and colour.. Inbuilt audio is decent .. edge to edge very sharp.. Overall fantastic..,5
26337,Decent product,First day impession... had difficult time in finding power adaptor.. why cant you mention its not indian cable... guys whoever buys you need an adaptor or different power adaptor for this monitor. I think its australian or china.,3
26338,Fabulous!,"everything just fine . just buy it.
picture 10/10",5
26339,Classy product,good features and eye care technology.,5
26340,Awesome,Good quality and best display👍,5
26341,Good quality product,Good monitor for video editing,4
26342,Waste of money!,With in 10 days of use monitor was very dim. Can't use. I claimed warrenty. But it may be only for me.,1
26343,Best in the market!,Nice quality best monitor for programming,5
26344,Classy product,"Best in Range.
If you are going to editing go with this.
99% colour accuracy",5
26345,Worth every penny,Awesome,5
26346,Brilliant,Good fil,5
26347,Value-for-money,Nice Budget monitor .. But go for 1440p if you can.,4
26348,Great product,Ideal one for work from home setup.,5
26349,Best in the market!,Awesome color accuracy monitor best for photo video editing true colors,5
26350,Wonderful,"Iam satisfied with BenQ monitor, perfect for video editing.🔥🔥🔥",5
26351,Utterly Disappointed,Product was damaged,1
26352,Super!,Guys go for it awesome display forget about the negative reviews it's been 5 months and still immersive for casual gaming and movie lovers 😍. And don't worry about cable you can use ur old monitor cable and forget socket problems.,5
26353,Simply awesome,Excellent product and quality,5
26354,Did not meet expectations,DONT BUY VALUABLE THINGS FROM FLIPKART,1
26355,Super!,Speaker is to low volume,5
26356,Nice,Till now working fine. only issue is 16 amp plug which make me disappointed,3
26357,Good quality product,"Let's start with real world performance. The monitor looks chic and the slim bezels wows. The brightness is adequate and colours pop decently. The image is pretty sharp too. Now coming to the more technical side, the monitor can be easily over clocked to 75Hz for a smoother gaming experience. I got the monitor for Rs 7700 in sale and at this price it's a steal!!",4
26358,Great product,Nice and Amazing Product the best part is it got delivered the very next day. It is working very well till now and i am very happy with the product.,5
26359,Must buy!,Best Quality Display at this price range. Using this as a secondary monitor. Colors are so pure and everything looks so amazing. Would highly recommend this to anyone.,5
26360,Delightful,"Budget monitor with best visual experience. Any kind of high end video it plays smoothly from HD to UHD, the picture modes are very good. Color definitions are good color differentiation is also very good, but one issue is there and that is the sound of the monitor. Don't depend on the inbuilt speakers of the monitor the sounds are very low but the sound quality is good. I would suggest this monitor without a second thought.",4
26361,Delightful,"Thin bezels , Awesome over all look, good price(7500rs) , 2 HDMI ports and speakers in this price range. Worse sound quality(but yes there is a speaker). No HDMI cable provided. VGA cable comes with Package. And the Packing was so good. Not sure.. whethr its LED or LCD.",4
26362,Highly recommended,"Excellent quality. Very thin bezel with matte finish screen. Viewing angle is amazing and there is no light reflection on screen. Good design as well, since it got small dedicated cable line to hide it on back of the monitor. Great texture design on back of monitor as well for aesthetic appearance. 100% satisfied. Go for it!",5
26363,Brilliant,I bought it for my PC and PS3. First of all Picture quality and viewing angles are great. The bright intelligence is such a nice feature especially at this price range. You can use it with lights on or off without having to adjust the brightness constantly. Been using it for a week and I haven't had any dead pixels yet. There is a slight light bleeding In the bottom 2 corners which is very common for ips panel displays. Highly recommended for movie streaming or console gaming.,5
26364,Good choice,My Description:- Product is best in this price rang and I will strongly recommend to you. If you ok with resolution doesn't mater. I would suggest 22' is best fit 1080p. if you go for 24' best option for 4k or with plain eye you can see the pixel in monitor since we are close to monitor. So your thumbs up if its helps..,4
26365,Beautiful Monitor,"Very simple and good looking design. Could not afford full sRGB monitor. But this NTSC 72% almost cover sRGB range. Didn't try eye protection capability, as it will hinder my work on photoshop. Over all vibrant colour. complete mat front surface, no annoying reflection. Cable manager behind the stand is good. Over all good experience. I don't play games, so refresh rate no matter to me. in-built speaker are not at all loud. But having in-built speaker in this price range itself is a plus. Wid...
READ MORE",5
26366,Perfect product!,"I just received this product, product is good.
Package contains - HDMI wire, Power Cord, Stand Base, Stand Top, Led Monitor.

I setup-ed this product in just 5-10 min. without using any screwdriver.
As i saw many videos and reviews regarding its problem like screen bleeding, but i did not found any kind of issue. its my first day and review adding after usage of 2 hours.

In-built speaker is good but not for movie or other stuff. if you work on system and wanna listen some music you can do ...
READ MORE",5
26367,Just wow!,"I bought this monitor after so much research of finding the best 24 inch IPS monitor. Here are the pros and cons.

Pros:
IPS screen provides better colour accuracy & wider viewing angle
3 side borderless screen provides that extra diagonal screen width unlike other monitors which provide 23.8 inch only instead of 24.
Better picture modes for different needs(Gaming, Cinema, Photo Editing etc)
Good refresh rate of 60 hz or 75 Hz with AMD freesync
Good Response time of 5ms


Cons:
Like every IP...
READ MORE",5
26368,Good quality product,"Monitor is great on its own but it wasn't a worthy upgrade for me or my expectations were more from it being an IPS display. I had a samsung monitor previously with VA panel and it was working perfectly. Never faced any issues. The colors were great but the vertical viewing angles were bad which again didn't matter so much. But I got tempted into buying an IPS display monitor after seeing it's features and reviews so I unnecessarily spent money on this.

Now comparing it to my 8 year old sams...
READ MORE",4
26369,Worth the money,"Color = 99%
Black = 70%
This monitor is better monitor low price Sigmund.
This monitor using Office work video, editing and graphics design. Not use a speed game this monitor response time is 5 millisecond . This monitor si a better monitor on medium game. This monitor anglian 99.99% appropriate rise altar and vertically viewing angle 170°. This monitor supported HD video quality. This monitor using HD video editing does not using 4K and ultra HD video editing. Overall this monitor is low bu...
READ MORE",4
26370,Classy product,"Pros: good price to quality ratio if you get it at 7k.
Multiple modes of picture.
Single joystick like button very easy and convenient.
2 hdmi slot and audio out.
Low power consumption.
Bezel thin and sturdy build quality.
Good viewing angle.

Cons:
High brightness. Needed to go into settings and adjust contrast to lower the brightness.
Plug wire is short 1m only.
Color accuracy may be less.

Please give some time for screen to calibrate once connected. It will show reddish hue all over scre...
READ MORE",5
26371,Good quality product,"Nice monitor features are fully loaded.
Pros
viewing angles is very good
Color calibrated monitor colors output is very natural.
Amd freesync monitor but it's work also on intel processor
75 HZ refresh rate
Cons
No power LED indicator",4
26372,Super!,Best monitor brand in this price range. 75hrtz and amd free sync are good option. Working absolutely fine. But in order to use amd free sync one need to install radeon graphics app and customize the setting for each game Or universal as you want.,5
26373,Simply awesome,"Exactly as i hoped it to be, deeper dark and brighter whites , decent picture quality, less bright though, but nice to watch movies in less illuminated room, don't get bothered about the ips glow (pretty much acceptable ), all in all best budget ips 75 Hz monitor with freesync.",5
26374,Super!,"Bought it for WFH. It's an amazing purchase. The colours are good, bezels are thin (only 3 sides). And the joystick is fun to operate. There is a reader mode in the monitor which blocks blue light. Also it's probably not mentioned here, but vertical angle adjustment is possible.
Only thing which took me by surprise is.. The back portion is white coloured which is not obvious from the images shown here. I was fine so kept it.",5
26375,Classy product,"Really best panel good viewing angle loved it LG is best (Gaming, Editing, Etc ) best.",5
